Date,HML
2019-10-01,0.0
2019-10-02,0.009286312241891415
2019-10-04,-0.006274587387344821
2019-10-07,0.029432458419391405
2019-10-08,-0.008190090330342015
2019-10-10,0.0017396481460766888
2019-10-11,-0.0005856490196646247
2019-10-14,0.0137012716234296
2019-10-15,-0.016926868067252465
2019-10-16,0.029380428134624104
2019-10-17,-0.015171748555033004
2019-10-18,-0.010005480889813845
2019-10-21,-0.017051851246572602
2019-10-22,0.0025143945460960326
2019-10-23,0.004169879726916903
2019-10-24,-0.009156257482640318
2019-10-25,0.00812236332808941
2019-10-28,0.00816518510113895
2019-10-29,-0.0025296120778872666
2019-10-30,0.011785382282803347
2019-10-31,0.01772639384766772
2019-11-01,0.0015404139581052245
2019-11-04,0.0031950702992936675
2019-11-05,0.018287003664014645
2019-11-06,-0.01340704340704335
2019-11-07,0.0015683533483593637
2019-11-08,-0.005284775020449495
2019-11-11,0.0034997899228025875
2019-11-12,-0.0013126832722917259
2019-11-13,-0.000359806372493221
2019-11-14,-0.012020183607536039
2019-11-15,-0.04602532011165145
2019-11-18,0.007607345996610337
2019-11-19,-0.011213968029835819
2019-11-20,0.009687107329009792
2019-11-21,0.0030756702365736244
2019-11-22,-0.021506409456585385
2019-11-25,-0.15811981067845238
2019-11-26,0.0012645708169982672
2019-11-27,0.01442814843868051
2019-11-28,0.03708001981581893
2019-11-29,-0.029931901530920235
2019-12-02,-0.02861851186720571
2019-12-03,-0.014012321867333755
2019-12-04,-0.009796291562937487
2019-12-05,0.024812595420548145
2019-12-06,0.010601235044798263
2019-12-09,0.007032642013197921
2019-12-10,0.0007710769696228081
2019-12-11,0.021118690607544732
2019-12-12,0.05673091437046074
2019-12-13,-0.02286186777950372
2019-12-16,0.008760538055684053
2019-12-17,-0.014936885467024374
2019-12-18,0.01802045243638517
2019-12-19,-0.006453379186867503
2019-12-20,-0.007091176739068006
2019-12-23,-0.02179691874264228
2019-12-24,-0.01991840883449808
2019-12-26,0.018551681364197048
2019-12-27,0.02677159907044835
2019-12-30,0.0018467643467643402
