날짜,시가,고가,저가,종가,거래량,등락률
2024-03-04,74600,75400,74200,74900,4688,0.5369127516778524
2024-03-05,74900,76500,74100,75300,7046,0.5340453938584779
2024-03-06,75300,75600,74500,75300,3346,0.0
2024-03-07,75700,75700,73800,74400,6566,-1.1952191235059761
2024-03-08,75300,75300,72700,74300,16251,-0.13440860215053765
2024-03-11,74300,74500,72400,72500,10307,-2.4226110363391657
2024-03-12,73000,73600,71900,72400,5902,-0.13793103448275862
2024-03-13,73000,73600,72000,73600,10780,1.6574585635359116
2024-03-14,73700,75400,73400,75200,13019,2.1739130434782608
2024-03-15,74800,82300,74800,82100,44540,9.175531914893616
2024-03-18,82100,84000,80800,83500,34050,1.705237515225335
2024-03-19,82400,83100,81100,83000,16621,-0.5988023952095809
2024-03-20,82100,84000,80900,84000,9210,1.2048192771084338
2024-03-21,84000,89500,83200,88100,45167,4.880952380952381
2024-03-22,87200,89100,86900,88000,12505,-0.11350737797956867
2024-03-25,88000,88000,82500,84400,10729,-4.090909090909091
2024-03-26,84400,84500,82800,84200,5055,-0.23696682464454977
2024-03-27,84200,86900,83300,85600,4153,1.66270783847981
2024-03-28,85500,89000,84800,89000,19803,3.9719626168224296
2024-03-29,89400,92100,89100,91000,40438,2.247191011235955
